Temperatura,Presion
25.0,23.686413553095218
25.353535353535353,24.19068971868379
25.707070707070706,24.704281687265865
26.060606060606062,25.227333500526512
26.414141414141415,25.759990948560734
26.767676767676768,26.302401584255183
27.12121212121212,26.854714737709614
27.474747474747474,27.417081530698194
27.828282828282827,27.989654891168417
28.18181818181818,28.57258956777805
28.535353535353536,29.166042144469404
28.88888888888889,29.770171055080073
29.242424242424242,30.385136597988943
29.595959595959595,31.011100950798745
29.949494949494948,31.648228185051995
30.303030303030305,32.29668428098083
30.656565656565657,32.95663714229125
31.01010101010101,33.62825661097891
31.363636363636363,34.31171448217724
31.717171717171716,35.007184519036386
32.07070707070707,35.714842467634035
32.42424242424242,36.434866071914016
32.77777777777778,37.167435088656674
33.131313131313135,37.912731302475656
33.484848484848484,38.67093854084391
33.83838383838384,39.44224268914586
34.19191919191919,40.2268317057575
34.54545454545455,41.024895637150806
34.898989898989896,41.836626633023776
35.25252525252525,42.66221896145563
35.60606060606061,43.5018690240848
35.95959595959596,44.35577537130984
36.313131313131315,45.2241387175137
36.666666666666664,46.10716195630877
37.02020202020202,47.00505017580239
37.37373737373737,47.91801067388401
37.72727272727273,48.846252973530554
38.08080808080808,49.78998883813031
38.43434343434343,50.749432286826476
38.78787878787879,51.72479960987671
39.141414141414145,52.71630938402834
39.494949494949495,53.72418248791261
39.848484848484844,54.74864211745022
40.2020202020202,55.78991380127458
40.55555555555556,56.84822541616566
40.90909090909091,57.92380720250014
41.26262626262626,59.016891779710264
41.61616161616162,60.12771416175739
41.96969696969697,61.25651177261389
42.32323232323232,62.40352446175648
42.67676767676768,63.56899451966744
43.03030303030303,64.75316669334612
43.38383838383838,65.95628820182688
43.73737373737374,67.17860875170442
44.09090909090909,68.42038055266605
44.44444444444444,69.68185833302796
44.7979797979798,70.96329935527811
45.151515151515156,72.26496343162236
45.505050505050505,73.58711293953286
45.858585858585855,74.93001283730183
46.21212121212121,76.29393067959433
46.56565656565657,77.6791366330034
46.91919191919192,79.08590349160475
47.27272727272727,80.51450669251341
47.62626262626263,81.96522433143582
47.97979797979798,83.43833717822187
48.33333333333333,84.93412869241506
48.68686868686869,86.45288503879809
49.04040404040404,87.99489510293249
49.39393939393939,89.56045050669883
49.74747474747475,91.14984562382517
50.101010101010104,92.76337759541259
50.45454545454545,94.40134634545326
50.80808080808081,96.06405459633967
51.161616161616166,97.75180788436576
51.515151515151516,99.4649145752192
51.868686868686865,101.20368587946228
52.22222222222222,102.96843586800274
52.57575757575758,104.75948148755371
52.92929292929293,106.57714257608048
53.282828282828284,108.4217418782332
53.63636363636364,110.29360506076736
53.98989898989899,112.1930607279501
54.34343434343434,114.12044043694834
54.696969696969695,116.07607871320522
55.05050505050505,118.06031306579496
55.4040404040404,120.07348400276526
55.75757575757576,122.11593504645478
56.111111111111114,124.18801274880077
56.464646464646464,126.29006670661761
56.81818181818181,128.4224495768611
57.17171717171717,130.58551709187012
57.525252525252526,132.779628074585
57.878787878787875,135.0051444537434
58.23232323232323,137.262431279056
58.58585858585859,139.55185673635395
58.93939393939394,141.8737921627134
59.292929292929294,144.22861206155596
59.64646464646464,146.61669411772047
60.0,149.03841921250708
